what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009577815
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329009580636
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009580855
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009580927
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009616764
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009641034
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009643228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009651652
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009653165
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009654648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009655923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009667165
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009675570
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009676833
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009677685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009681679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009682575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009683634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009706320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329009709870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009715741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009717411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009721403
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009734464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009735753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009754590
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009759855
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009768555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009769841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009773837
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009776460
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009778867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009824319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009837330
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329009851615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009852530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009852724
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009864042
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009867828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009879579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009887875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009892805
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009894196
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009897154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009911738
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329009913984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009921896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009946693
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009950929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009959682
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329009962670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009964296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009976472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329009980569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329009982068
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009991143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329009992489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010000597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1329010003324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1329010003490
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1329010003938
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1329010006342
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1329010011270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010036312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010051497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010066197
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010070998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010071805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010072493
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010089519
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010092336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010092971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010093472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010101626
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010106442
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010119926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010121376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010125677
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010128554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010130671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010131459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010135037
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010137193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010142901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010146859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010147627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010148378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010156147
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010160146
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010162689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010169805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010183319
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010183734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010186994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010192574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010192927
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010205148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010228333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010263720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010275531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010285939
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010290789
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010301324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010308153
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010309982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010314033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010318068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010346760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010357103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010360330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010362872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010365993
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010366484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010380992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010384019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010384501
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1329010392181
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329010394418
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010395706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010401058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010403843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010424060
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010433425
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010447379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010453888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010461434
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329010475854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010482605
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010487910
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329010493040
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329010493235
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329010493310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010494640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010496257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010497661
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010500549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010507821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010509203
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329010509444
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1329010509774
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1329010509774
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1329010509784
